word,mean_shap,abs_mean_shap,count,category,sentiment_type
だろ,0.0151495723291494,0.0151495723291494,6.0,その他,ポジティブ
すすめ,0.0151479134662999,0.0196536409218267,34.0,その他,ポジティブ
易,0.0150482127574949,0.0184684664128443,6.0,その他,ポジティブ
聞き,0.0150361489335499,0.0161748487876213,61.0,その他,ポジティブ
伝える,0.0150249292279719,0.0150249292279719,6.0,その他,ポジティブ
聴く,0.0149807724639281,0.0149807724639281,6.0,その他,ポジティブ
家族,0.0149622530783138,0.0164992349535977,9.0,その他,ポジティブ
と,0.0149022813396353,0.0162552978236985,20.0,その他,ポジティブ
。,0.0148164339418273,0.0170994630667714,5323.0,その他,ポジティブ
だ,0.0148060694772893,0.0156634837974819,404.0,その他,ポジティブ
概念,0.0148016179140539,0.0177326994642498,5.0,その他,ポジティブ
観,0.0147982714135853,0.0371214184386998,6.0,その他,ポジティブ
ある,0.0147873264925612,0.0163180322347488,381.0,その他,ポジティブ
ヒント,0.0147838403010281,0.0176913283265422,9.0,その他,ポジティブ
英,0.0147229497484017,0.0156849088553452,17.0,その他,ポジティブ
アップ,0.01469214778797,0.01469214778797,10.0,その他,ポジティブ
動かし,0.0146403100134193,0.0150185101907222,7.0,その他,ポジティブ
見,0.0145595122953603,0.0153935405338454,103.0,その他,ポジティブ
基礎,0.014538633532627,0.0177146230813502,152.0,その他,ポジティブ
最大,0.0144570896068496,0.0144570896068496,6.0,難しさ・複雑さ,ポジティブ
向け,0.0144419248527293,0.016502386282744,14.0,その他,ポジティブ
や,0.0144085663733272,0.0158229656337901,626.0,その他,ポジティブ
貴重,0.0143009780183623,0.0157825408712218,11.0,その他,ポジティブ
教え,0.0142985608370451,0.017406091564504,116.0,その他,ポジティブ
解く,0.0142207309774936,0.0173987023489993,62.0,その他,ポジティブ
も,0.014117226097417,0.0151074314731598,1045.0,その他,ポジティブ
感,0.0140801517440403,0.0165033200385086,23.0,その他,ポジティブ
論,0.014074133247277,0.0144204123616115,12.0,その他,ポジティブ
見る,0.0140705162649965,0.0149337302280174,30.0,その他,ポジティブ
思っ,0.014041904074705,0.0160883350227765,84.0,その他,ポジティブ
ぜ,0.0140078727821946,0.0141715569447387,33.0,その他,ポジティブ
文学,0.0139750343086958,0.0166568337744862,7.0,学習効果,ポジティブ
流れ,0.0139642436909276,0.0139642436909276,11.0,その他,ポジティブ
お,0.0139628880196993,0.0171773465421185,115.0,その他,ポジティブ
運動,0.0139259634853747,0.0172477685848272,87.0,その他,ポジティブ
よる,0.0139249590826068,0.0140049602564538,17.0,その他,ポジティブ
身近,0.0139200906452606,0.0163254392468176,15.0,その他,ポジティブ
経営,0.0138898615297512,0.0185087516836938,25.0,その他,ポジティブ
合い,0.0138874950877271,0.0147742980969529,7.0,その他,ポジティブ
つか,0.0138100106908712,0.0251310951169996,7.0,その他,ポジティブ
将来,0.0138034677362775,0.0146335233391032,54.0,その他,ポジティブ
ます,0.0137866893714224,0.0169385518068074,1200.0,その他,ポジティブ
大学,0.0137839545358444,0.0160084612129109,72.0,学習効果,ポジティブ
使わ,0.0137749411543336,0.0137749411543336,5.0,その他,ポジティブ
現在,0.0137727157556153,0.0141188456825487,13.0,その他,ポジティブ
研究,0.0137607676859687,0.0141283781254364,60.0,その他,ポジティブ
つき,0.0137373305797386,0.0152101522953622,24.0,その他,ポジティブ
いろ,0.0136949867933602,0.0152178887833892,26.0,その他,ポジティブ
提供,0.013683697070343,0.013683697070343,5.0,その他,ポジティブ
増やすい,0.0136192045584103,0.0142246447403814,8.0,わかりやすさ,ポジティブ
評価,0.0135943026455683,0.0139473690328886,19.0,その他,ポジティブ
とも,0.0135431745376771,0.0182294119067537,22.0,その他,ポジティブ
是非,0.0134907521782005,0.0226965590635668,22.0,その他,ポジティブ
考察,0.0134718463061212,0.0146767978380949,13.0,その他,ポジティブ
ウェル,0.0134492884797043,0.015492447669884,48.0,その他,ポジティブ
文,0.0134433571819451,0.0144432832406126,19.0,その他,ポジティブ
に,0.0134174120657513,0.0178404047800844,18.0,その他,ポジティブ
問題,0.0134151585729346,0.0163438824963389,279.0,その他,ポジティブ
が,0.0134065459360144,0.0156645861954848,4454.0,その他,ポジティブ
スキル,0.013405605349383,0.0144922873848709,21.0,その他,ポジティブ
扱う,0.0133976587298093,0.0144882575696101,10.0,その他,ポジティブ
技術,0.0133867235486949,0.0145033978431977,45.0,その他,ポジティブ
場面,0.0131902147200889,0.0194813327892916,10.0,その他,ポジティブ
調査,0.01318813205983,0.0134751497284274,14.0,その他,ポジティブ
番,0.0131878825474051,0.0139767303686459,14.0,その他,ポジティブ
話題,0.013179445528173,0.013472086948362,5.0,その他,ポジティブ
気持ち,0.0131730148669787,0.0167843662520376,14.0,その他,ポジティブ
声,0.0131423344222674,0.0137753955161148,9.0,その他,ポジティブ
伝え,0.0131276731282364,0.0134077289967447,9.0,その他,ポジティブ
いただ,0.0130719021463555,0.0196963005757926,113.0,その他,ポジティブ
高,0.0130675843612466,0.0130675843612466,9.0,その他,ポジティブ
特徴,0.0130553600590376,0.0139399663956802,7.0,その他,ポジティブ
き,0.0130059853470334,0.0142232093986787,100.0,その他,ポジティブ
はや,0.0129901841013634,0.015544301711634,5.0,その他,ポジティブ
共,0.012933617996138,0.012933617996138,8.0,その他,ポジティブ
認識,0.0129037290250077,0.0147015019980851,6.0,その他,ポジティブ
つつ,0.0128625161146216,0.0128625161146216,12.0,その他,ポジティブ
続け,0.0128218769809743,0.0157456394602517,13.0,その他,ポジティブ
く,0.0128122112408205,0.0166578535621573,162.0,その他,ポジティブ
複素,0.0127747261896475,0.0127747261896475,5.0,その他,ポジティブ
電子,0.0127612743386375,0.0144676887102832,14.0,その他,ポジティブ
グループ,0.0127272983317222,0.0148021040536639,86.0,その他,ポジティブ
知能,0.012718863175874,0.0128734513727663,6.0,その他,ポジティブ
よ,0.0127084950286104,0.0173770237465792,28.0,その他,ポジティブ
これ,0.012673299125452,0.0131471680659087,135.0,その他,ポジティブ
雰囲気,0.0126218796770401,0.0166102306576725,14.0,その他,ポジティブ
つい,0.0126150896507259,0.01541667005222,602.0,その他,ポジティブ
出来事,0.0125952907302491,0.0125952907302491,9.0,達成感,ポジティブ
なく,0.0125266013237537,0.0171025295138054,200.0,その他,ポジティブ
微分,0.0125188426882815,0.0145171063224248,26.0,その他,ポジティブ
構成,0.0124973436382523,0.0124973436382523,6.0,その他,ポジティブ
い,0.0124826589160347,0.0136594427824094,388.0,その他,ポジティブ
いい,0.012470476925858,0.0146234620560876,323.0,その他,ポジティブ
うえ,0.0124483280000276,0.0134144036113866,10.0,その他,ポジティブ
スポーツ,0.0124419460257171,0.0135727371865622,31.0,その他,ポジティブ
可能,0.012432708147361,0.0127372473633474,11.0,その他,ポジティブ
な,0.0124274591934098,0.0135670689580123,934.0,その他,ポジティブ
パワー,0.0124194040898666,0.0160695716185728,14.0,その他,ポジティブ
人間,0.012411609490983,0.0136001817770655,16.0,その他,ポジティブ
イング,0.0123559222766844,0.0144457135773133,9.0,その他,ポジティブ
なる,0.0123537825428593,0.0144139266261586,171.0,その他,ポジティブ
事例,0.0123319519366922,0.0136937377844531,13.0,その他,ポジティブ
基本,0.0123265688432059,0.0165488395617562,55.0,その他,ポジティブ
解析,0.0122961235803971,0.0181849190419305,27.0,その他,ポジティブ
作り,0.0122749961453791,0.0168990374529585,16.0,その他,ポジティブ
入っ,0.0122627389911523,0.0143546910548041,23.0,その他,ポジティブ
思い,0.0122474380955772,0.0141075736337654,697.0,その他,ポジティブ
関連,0.0122440141718386,0.0139513709253413,20.0,その他,ポジティブ
人,0.012233794228814,0.0126905367404106,5.0,その他,ポジティブ
気づき,0.0122126977954758,0.0129157697700429,5.0,その他,ポジティブ
凄,0.0122089644623226,0.0122089644623226,5.0,その他,ポジティブ
心理,0.0121892437821315,0.0140888968819581,16.0,その他,ポジティブ
くれ,0.012179482567173,0.0157552319416583,108.0,その他,ポジティブ
名,0.0121727621315188,0.0131991678602902,5.0,その他,ポジティブ
ひ,0.0121675387219806,0.0141571456184867,34.0,その他,ポジティブ
振り返,0.0121340695491321,0.0180743766796768,37.0,その他,ポジティブ
とっ,0.0120998216501615,0.0125891621931881,80.0,その他,ポジティブ
三,0.0120756085319347,0.0130601528641515,6.0,その他,ポジティブ
l,0.0120445566460187,0.0139655069216297,25.0,その他,ポジティブ
量,0.0120433156616837,0.0138335259983398,5.0,その他,ポジティブ
就職,0.0120331440925577,0.0123846306244211,12.0,その他,ポジティブ
苦労,0.012006868514653,0.0178546437897496,13.0,その他,ポジティブ
さらに,0.0120015819371854,0.0135278986338707,28.0,その他,ポジティブ
自身,0.0119285567587311,0.0127203335724156,29.0,その他,ポジティブ
僕,0.0119000242787781,0.0119000242787781,6.0,その他,ポジティブ
くだ,0.0118331665806212,0.016371081737259,89.0,その他,ポジティブ
分かる,0.0118197228026629,0.0146651518915385,13.0,その他,ポジティブ
ソフト,0.011795379046522,0.0142030726046406,11.0,その他,ポジティブ
他,0.0117889719036432,0.0135586425990092,55.0,その他,ポジティブ
願い,0.0117661330369265,0.0134406129349918,10.0,その他,ポジティブ
地図,0.0117586870241211,0.0132498585182473,5.0,その他,ポジティブ
人物,0.0117510481824865,0.0133756166702369,5.0,その他,ポジティブ
中国,0.0117127067294763,0.0137857790277233,21.0,その他,ポジティブ
どの,0.0116951530557102,0.01285996423091,47.0,その他,ポジティブ
上手,0.0116927554264119,0.0128983830815566,5.0,その他,ポジティブ
リフレ,0.0116880978994231,0.0150424889770874,8.0,その他,ポジティブ
作家,0.0116853245805638,0.011859299983674,12.0,その他,ポジティブ
がち,0.0116787861713116,0.0148745137712467,6.0,その他,ポジティブ
想像,0.0116770961202356,0.0118175497882475,7.0,その他,ポジティブ
れ,0.0116372268662866,0.012044116277368,155.0,その他,ポジティブ
パイ,0.0116334308789061,0.0141490651866271,7.0,その他,ポジティブ
例,0.0116243996589017,0.0156376521992671,45.0,その他,ポジティブ
身の,0.0115999029848101,0.0115999029848101,5.0,その他,ポジティブ
スムーズ,0.0115820245329285,0.0146276039940048,13.0,その他,ポジティブ
中心,0.011574622680564,0.0125066130706337,7.0,その他,ポジティブ
マナー,0.011515722499098,0.0137346460742264,8.0,その他,ポジティブ
学修,0.0115092692278342,0.0118019724938218,13.0,学習効果,ポジティブ
もちろん,0.0115075400349756,0.0116733941638845,8.0,その他,ポジティブ
たま,0.0114957922211033,0.0187779616026091,5.0,その他,ポジティブ
また,0.0114931479393335,0.0124990388873369,157.0,その他,ポジティブ
議論,0.0114890361879728,0.0125277134933499,13.0,その他,ポジティブ
ね,0.0114840038676809,0.0126138646919639,12.0,その他,ポジティブ
なぜ,0.0114669405509013,0.0115930435958647,17.0,その他,ポジティブ
関わる,0.0114666943300107,0.0126962286049092,16.0,その他,ポジティブ
クラス,0.011435707990131,0.0129283011768744,11.0,その他,ポジティブ
工夫,0.0113822961884448,0.013145990777762,10.0,その他,ポジティブ
ine,0.0113071437836677,0.0113071437836677,7.0,その他,ポジティブ
行っ,0.0112935517979895,0.0117204697598195,65.0,その他,ポジティブ
今回,0.0112782857582706,0.0117641346637946,32.0,その他,ポジティブ
いこ,0.0112615942477517,0.0114915875746811,6.0,その他,ポジティブ
視聴,0.0112338041927963,0.0127385108941633,11.0,その他,ポジティブ
現状,0.0112260498535761,0.0112260498535761,5.0,その他,ポジティブ
文章,0.0112201169731047,0.013844277591598,27.0,その他,ポジティブ
持ち,0.0112194506032129,0.0120725210671399,10.0,その他,ポジティブ
る,0.0112136071915375,0.013737493640828,160.0,その他,ポジティブ
補足,0.0111839532498076,0.0112989366146697,6.0,その他,ポジティブ
だ,0.0111484058197001,0.0129463245560785,9.0,その他,ポジティブ
いる,0.0111476039911283,0.0122030446250093,235.0,その他,ポジティブ
言い,0.0111406636306718,0.0120823391525255,7.0,その他,ポジティブ
あれ,0.0111124328687654,0.0114463498280884,39.0,その他,ポジティブ
デ,0.0110990756341948,0.0138988545371413,16.0,その他,ポジティブ
うけ,0.0110988904322896,0.021811747499409,7.0,その他,ポジティブ
画像,0.0110533010066817,0.0115458802219327,13.0,その他,ポジティブ
上,0.0109920014304151,0.013383490758839,35.0,その他,ポジティブ
最後,0.0109914630222624,0.0113899132158431,51.0,その他,ポジティブ
ける,0.0109888719668864,0.0192562926828233,18.0,その他,ポジティブ
教育,0.01095534574204,0.01095534574204,9.0,その他,ポジティブ
影響,0.010901967392867,0.0161405304305916,16.0,その他,ポジティブ
もらい,0.0108880505188726,0.0124821206294273,12.0,その他,ポジティブ
まっ,0.0108534378141792,0.0211904489984898,20.0,その他,ポジティブ
自分,0.0108452352472409,0.0123716952083328,396.0,その他,ポジティブ
ッション,0.0107973353391571,0.0154583396251837,20.0,その他,ポジティブ
証明,0.0107760386515027,0.0118971251856154,5.0,その他,ポジティブ
形式,0.0107395135124102,0.012657029262582,22.0,その他,ポジティブ
情報,0.0107034688349617,0.0118922808967644,53.0,その他,ポジティブ
聞い,0.010695373178897,0.0115689272291776,124.0,その他,ポジティブ
ズ,0.0106786055277033,0.0114534190908151,8.0,その他,ポジティブ
能,0.0106633903857679,0.0106633903857679,6.0,その他,ポジティブ
はじめ,0.0106555453331612,0.0109392675812726,7.0,その他,ポジティブ
教授,0.0106466066808934,0.0106466066808934,8.0,その他,ポジティブ
線形,0.0106457736714366,0.014009635257964,35.0,その他,ポジティブ
さり,0.0106378531354159,0.0159445083968284,23.0,その他,ポジティブ
プログラミング,0.0106210374006147,0.0125177832266611,76.0,その他,ポジティブ
もっ,0.0106156935127549,0.0113505031064276,18.0,その他,ポジティブ
仲間,0.0106150432344293,0.0132675445551285,5.0,その他,ポジティブ
取り,0.0106111183278335,0.0160228682124943,10.0,その他,ポジティブ
の,0.0105860267285886,0.0124156123614335,5342.0,その他,ポジティブ
そんな,0.0105782715639294,0.0109116863154363,8.0,その他,ポジティブ
以前,0.0105769444271572,0.0120430782917537,5.0,その他,ポジティブ
政治,0.0105721313041916,0.0118870367576972,18.0,その他,ポジティブ
発表,0.0105674027201445,0.0121451250610665,78.0,その他,ポジティブ
プログラム,0.0105380364423524,0.0125218455592798,28.0,その他,ポジティブ
てる,0.0105331379474364,0.0138048438890791,16.0,その他,ポジティブ
違っ,0.0104793677010093,0.0131847045709037,16.0,その他,ポジティブ
再,0.0104630033607396,0.0131215084985971,21.0,その他,ポジティブ
考え,0.0104601592107733,0.0115850791881546,203.0,その他,ポジティブ
電磁,0.0104584879207741,0.0107341806760813,13.0,その他,ポジティブ
意味,0.0104338479796729,0.0138230176088718,42.0,その他,ポジティブ
頂,0.0104204499690332,0.0120201286533697,30.0,その他,ポジティブ
主張,0.0103993515998202,0.01103487109746,6.0,その他,ポジティブ
原理,0.0103790213123515,0.0179909966747789,12.0,その他,ポジティブ
扱っ,0.0103592237711301,0.0103592237711301,7.0,その他,ポジティブ
日常,0.0103366421991116,0.0126261341363259,24.0,その他,ポジティブ
高い,0.0103256374980459,0.0116709301425804,19.0,その他,ポジティブ
学,0.010317499764982,0.0117664061112721,23.0,学習効果,ポジティブ
資格,0.0102845921295132,0.0126125936549215,6.0,その他,ポジティブ
エク,0.0102683563629398,0.0131061206338926,10.0,その他,ポジティブ
授業,0.0102595245691459,0.0164393935079141,1386.0,その他,ポジティブ
色,0.0102436853900753,0.0132376436054208,22.0,その他,ポジティブ
、,0.0102312460593288,0.0111324283837705,2920.0,その他,ポジティブ
システム,0.0102295295165971,0.0110302940110507,21.0,その他,ポジティブ
対面,0.010172581990421,0.0149031809465175,49.0,その他,ポジティブ
最初,0.0101723281866358,0.0125845900734465,55.0,機会・体験,ポジティブ
変わり,0.0101583568912246,0.0116964468667598,6.0,その他,ポジティブ
個人,0.0101090635267487,0.0106239464752799,20.0,その他,ポジティブ
マンド,0.0100950589027772,0.0124271669129927,13.0,その他,ポジティブ
比べ,0.01006504410751,0.012049341587304,14.0,その他,ポジティブ
対,0.0100049019165377,0.0136839678622512,33.0,その他,ポジティブ
思考,0.0100030834707164,0.0101530643866378,8.0,その他,ポジティブ
回り,0.0100024083469836,0.0100024083469836,5.0,その他,ポジティブ
関係,0.0099983002969303,0.0114869403419277,28.0,その他,ポジティブ
ネス,0.0099913210914501,0.0114663610322248,38.0,その他,ポジティブ
的,0.0099525322338495,0.0117066468263497,422.0,その他,ポジティブ
い,0.0099380105163921,0.0127183716395218,121.0,その他,ポジティブ
頃,0.009879881581613,0.009879881581613,8.0,その他,ポジティブ
特に,0.0098569535080897,0.0123262902788242,82.0,その他,ポジティブ
実,0.0098503851801699,0.0107611084108497,11.0,その他,ポジティブ
努力,0.0098483598989508,0.0098483598989508,9.0,その他,ポジティブ
作業,0.0097815157484644,0.0108949878430606,13.0,その他,ポジティブ
れる,0.0097764149405781,0.0104630248036858,86.0,その他,ポジティブ
用意,0.0097729997489484,0.0126596074403634,13.0,その他,ポジティブ
機,0.0097703332305952,0.0097703332305952,7.0,その他,ポジティブ
sh,0.00976697985263,0.00976697985263,7.0,その他,ポジティブ
聞く,0.0097509715134931,0.0116008779453206,87.0,その他,ポジティブ
さ,0.0097357153781679,0.0118339572685828,93.0,その他,ポジティブ
私,0.009713571523852,0.0102542736192219,70.0,その他,ポジティブ
段,0.0096889981650747,0.0096889981650747,5.0,その他,ポジティブ
踏まえ,0.009669477289953,0.0099307486871288,10.0,その他,ポジティブ
動,0.0096615961744343,0.0106050843830112,6.0,その他,ポジティブ
行列,0.0096560134919466,0.0121585783811191,22.0,その他,ポジティブ
たり,0.0095972499368201,0.0115981876051165,153.0,その他,ポジティブ
論,0.0095958008503657,0.0095958008503657,10.0,その他,ポジティブ
法的,0.0095428694451887,0.0114161801053948,6.0,その他,ポジティブ
あたっ,0.0095058152877501,0.010230373324738,6.0,その他,ポジティブ
わっ,0.0094971526089335,0.0102559313477935,7.0,その他,ポジティブ
開発,0.0094616526256973,0.0094886769467505,13.0,その他,ポジティブ
アドバイス,0.0094606113845478,0.0117007338569415,10.0,その他,ポジティブ
聞か,0.009458770777807,0.0118867471986353,6.0,その他,ポジティブ
意見,0.0094567201649555,0.0125467022822099,66.0,その他,ポジティブ
全力,0.009421251292224,0.0206981609604554,5.0,その他,ポジティブ
人工,0.0094173408629636,0.012712008988418,5.0,その他,ポジティブ
間違い,0.009377856281176,0.0094408441217239,11.0,その他,ポジティブ
な,0.0093538014044725,0.0126555783664343,16.0,その他,ポジティブ
説明,0.0093529223412513,0.0159339486576727,182.0,わかりやすさ,ポジティブ
概ね,0.0093263293005293,0.0093263293005293,5.0,その他,ポジティブ
キー,0.0093248033954296,0.0109527939232066,5.0,その他,ポジティブ
積分,0.0093192216031878,0.0173170170723766,19.0,その他,ポジティブ
面,0.0093126072991123,0.0100719599701863,14.0,その他,ポジティブ
少なく,0.0093050380455201,0.0161649732241259,12.0,その他,ポジティブ
非常,0.0092862247192816,0.0147790997731982,47.0,その他,ポジティブ
にて,0.0092764739406751,0.009927774127694,5.0,その他,ポジティブ
合う,0.0092753622596972,0.0125379312061084,12.0,その他,ポジティブ
始め,0.0092594022758432,0.0092594022758432,11.0,その他,ポジティブ
記,0.0092515334027907,0.0121155459501619,29.0,その他,ポジティブ
行政,0.0092280729528283,0.0107871720421826,5.0,その他,ポジティブ
維持,0.0092031693103924,0.0205017313362433,7.0,その他,ポジティブ
しれ,0.0091954774077527,0.0107628085607134,43.0,その他,ポジティブ
得意,0.0091930395446979,0.012109054679448,21.0,達成感,ポジティブ
企業,0.0091719277127465,0.0101666402072493,14.0,その他,ポジティブ
いう,0.0091679086227839,0.0096950555738429,157.0,その他,ポジティブ
常識,0.0091510306757906,0.0091865356403104,6.0,その他,ポジティブ
変化,0.0091368754690549,0.0091368754690549,7.0,その他,ポジティブ
作る,0.0090999558934824,0.0104369185438669,24.0,その他,ポジティブ
する,0.0090895723126833,0.0118339221836892,79.0,その他,ポジティブ
int,0.0090890659339839,0.0141337807934351,7.0,その他,ポジティブ
会話,0.0090841774288202,0.0136817353150167,23.0,人間関係,ポジティブ
レベル,0.0090801161648736,0.0107271965929806,7.0,その他,ポジティブ
て,0.009075592043,0.0118429127411546,4669.0,その他,ポジティブ
よっ,0.0090745672581529,0.0125898433456561,38.0,その他,ポジティブ
結果,0.0090446056095578,0.0092880911427439,15.0,その他,ポジティブ
点,0.0090289666504152,0.0144392852028734,15.0,その他,ポジティブ
指導,0.0090254537706531,0.0105243824421477,11.0,その他,ポジティブ
話す,0.008966529250734,0.0209550717345943,33.0,その他,ポジティブ
以外,0.0089560309509998,0.010408316345728,17.0,その他,ポジティブ
数学,0.0089219146031017,0.0145408834318276,65.0,学習効果,ポジティブ
真剣,0.0089209780576311,0.0136429823555772,16.0,その他,ポジティブ
you,0.0089158315400016,0.0089158315400016,6.0,その他,ポジティブ
しく,0.0089020052460574,0.0097786546002345,20.0,その他,ポジティブ
読む,0.0088884565180497,0.0169680172244416,17.0,その他,ポジティブ
思い出,0.0088712559506044,0.0108857980655254,6.0,その他,ポジティブ
など,0.0088657787000482,0.0123934074568074,426.0,その他,ポジティブ
物理,0.0088119445588933,0.01189678584433,58.0,その他,ポジティブ
必,0.0087986536390316,0.0127227987613878,9.0,その他,ポジティブ
高校,0.0087762586359751,0.013806068507278,144.0,その他,ポジティブ
含ま,0.0087616369322683,0.0105709722154466,5.0,その他,ポジティブ
に,0.0087445937746162,0.0103301556560569,4363.0,その他,ポジティブ
f,0.0087443724518528,0.0110592916471636,11.0,その他,ポジティブ
から,0.0087296461392517,0.0107564178212904,394.0,その他,ポジティブ
持っ,0.0087093691183889,0.0096230994388101,47.0,その他,ポジティブ
ライン,0.0086957485175665,0.0111875841977528,47.0,その他,ポジティブ
有効,0.0086912226417598,0.0089236517264437,10.0,その他,ポジティブ
印象,0.0086848920132652,0.0086848920132652,6.0,その他,ポジティブ
詳しい,0.0086833283692226,0.0121268712024421,8.0,その他,ポジティブ
今後,0.0086734027864892,0.0122690336660841,94.0,その他,ポジティブ
音,0.0086621059607863,0.0090766593329854,12.0,その他,ポジティブ
一人,0.0086574110822861,0.0104244902730153,14.0,その他,ポジティブ
いま,0.0086030039310571,0.0093746149897924,5.0,その他,ポジティブ
習,0.0085933142979532,0.013840233018224,15.0,その他,ポジティブ
まとめ,0.008537216560773,0.0142570534406724,51.0,その他,ポジティブ
か,0.0085315706510953,0.0118215424552815,374.0,その他,ポジティブ
不満,0.0085206558353093,0.0136092676017142,5.0,その他,ポジティブ
講義,0.0085142451969832,0.0131299012696719,547.0,その他,ポジティブ
家,0.008511386804788,0.0154327389427635,11.0,その他,ポジティブ
本質,0.0084878465870086,0.0084878465870086,5.0,その他,ポジティブ
国,0.0084830665402508,0.0122518340559903,15.0,その他,ポジティブ
ここ,0.0084684377982846,0.0097365599583764,13.0,その他,ポジティブ
型,0.0084526171788009,0.0119674766392563,13.0,その他,ポジティブ
質,0.00843575422914,0.0139386090855363,7.0,その他,ポジティブ
ラ,0.0084241840609643,0.0085338450891059,9.0,その他,ポジティブ
設計,0.0084201220895978,0.0088644926662816,19.0,その他,ポジティブ
グラフ,0.0083965698339203,0.0092231999100476,7.0,その他,ポジティブ
ませ,0.008387286579978,0.0103078966419346,119.0,その他,ポジティブ
る,0.0083850321751621,0.0093314686347487,15.0,その他,ポジティブ
中,0.0083831101249078,0.010058375981635,173.0,その他,ポジティブ
主,0.0083629757053987,0.0103314680387805,17.0,その他,ポジティブ
w,0.0083564809364384,0.0088346005739559,9.0,その他,ポジティブ
なかった,0.008349525723841,0.0170752642195427,173.0,その他,ポジティブ
観点,0.0083417436075786,0.0092515694677683,7.0,その他,ポジティブ
黒,0.0083158078050473,0.0120792322559282,8.0,その他,ポジティブ
々,0.0082491002953629,0.0096820105238517,12.0,その他,ポジティブ
心,0.0082311704445865,0.0091862443115143,33.0,その他,ポジティブ
訳,0.0082225879450561,0.0149073705513728,5.0,その他,ポジティブ
自由,0.0082071642694209,0.0089049413822862,11.0,その他,ポジティブ
指摘,0.0081932368119561,0.0110519690103531,7.0,その他,ポジティブ
計測,0.0081776624701888,0.0141208393464088,12.0,その他,ポジティブ
さ,0.008144777840379,0.0097864178200359,211.0,その他,ポジティブ
動か,0.0081298408100944,0.0253998888523104,6.0,その他,ポジティブ
言語,0.0080699334832013,0.009377260001245,18.0,その他,ポジティブ
使用,0.008060083967142,0.0100748210568086,12.0,その他,ポジティブ
ちゃん,0.0080038948086439,0.0144462675685645,5.0,その他,ポジティブ
法律,0.0079997786288523,0.012825872031161,35.0,その他,ポジティブ
沿っ,0.0078956644962696,0.0101275001555526,6.0,その他,ポジティブ
本,0.0078813725881222,0.0084726497486035,32.0,その他,ポジティブ
そう,0.0078463093480743,0.0098750816192002,49.0,その他,ポジティブ
ス,0.0078101042650987,0.0105881432592136,9.0,その他,ポジティブ
ork,0.0078031668238206,0.010496937592931,5.0,その他,ポジティブ
メンバー,0.0077652731497324,0.009050873792238,9.0,その他,ポジティブ
力学,0.0077360053975047,0.0092168379768787,12.0,学習効果,ポジティブ
行い,0.0077092092079081,0.0078443728698948,35.0,その他,ポジティブ
ワーク,0.0077025835619307,0.0128646500854415,43.0,その他,ポジティブ
通り,0.0076934458235004,0.0083324578391892,13.0,その他,ポジティブ
道,0.007669519519671,0.0090113332195566,6.0,その他,ポジティブ
o,0.0076600989083999,0.0080997833031687,8.0,その他,ポジティブ
人,0.0076452036535347,0.0103651739721617,287.0,その他,ポジティブ
溶接,0.0076451185931445,0.0090098748910855,9.0,その他,ポジティブ
わ,0.0076379819380234,0.0096438317472347,5.0,その他,ポジティブ
一部,0.0076317661991197,0.0093923257740243,8.0,その他,ポジティブ
・,0.0076092203647134,0.0090272770954758,104.0,その他,ポジティブ
生活,0.0075723126230826,0.0090818412966527,90.0,その他,ポジティブ
現場,0.0075492017510659,0.008148249299628,5.0,その他,ポジティブ
語,0.0075256735184818,0.008844571911671,8.0,その他,ポジティブ
んな,0.0075182999156576,0.0124357187035869,49.0,その他,ポジティブ
段階,0.0074906276973706,0.0167197684060738,5.0,その他,ポジティブ
確認,0.0074848564305657,0.0125101639866146,64.0,その他,ポジティブ
座,0.0074745045670473,0.008823009333355,6.0,その他,ポジティブ
コメント,0.0074712543782497,0.0090501662823509,50.0,その他,ポジティブ
r,0.0074480138367636,0.0081835027076729,6.0,その他,ポジティブ
合わせ,0.0074330237711994,0.0121505972627066,5.0,その他,ポジティブ
者,0.007419854710324,0.0094644653624311,35.0,その他,ポジティブ
文字,0.0073808677918277,0.0127202163608745,10.0,その他,ポジティブ
.,0.0073748678222835,0.010928389425644,301.0,その他,ポジティブ
恋愛,0.0073504466049598,0.0073928514243561,8.0,その他,ポジティブ
新しく,0.0073500234102539,0.0077543285828141,10.0,その他,ポジティブ
マクロ,0.0073403297395392,0.0130774671036609,12.0,その他,ポジティブ
で,0.0073262276145664,0.0108570233507643,3377.0,その他,ポジティブ
ス,0.0073249328483254,0.010992973577736,14.0,その他,ポジティブ
生徒,0.0073227987845712,0.0082398937521854,12.0,その他,ポジティブ
初め,0.007317910182213,0.0081320049116171,11.0,機会・体験,ポジティブ
時,0.0072688426776943,0.0117892806720454,90.0,その他,ポジティブ
コンピュータ,0.0072642482914145,0.0120148307340197,17.0,その他,ポジティブ
何,0.0072603953937971,0.0092574973172483,95.0,その他,ポジティブ
継続,0.0072575638692767,0.011330705207792,22.0,その他,ポジティブ
十分,0.0072419055350021,0.0102252569739769,22.0,その他,ポジティブ
きっ,0.0072071445389073,0.0074933734482246,8.0,その他,ポジティブ
と,0.0071945128907869,0.011112009510138,2691.0,その他,ポジティブ
高め,0.0071846549932837,0.0095231426089179,10.0,その他,ポジティブ
ー,0.0071800492875303,0.0071800492875303,6.0,その他,ポジティブ
意識,0.0071615048010325,0.0109834443471722,51.0,その他,ポジティブ
